id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
4076,Sean,Ahab,Sean.Ahab@supinfo.com,1994-05-12,Paris,2019-2020,1,Amazon,Msc1,56.03
4077,Wynne,Adamsen,Wynne.Adamsen@supinfo.com,1999-01-24,Lille,2019-2020,1,Amazon,Msc1,84.43
4078,Ira,McLaughlin,Ira.McLaughlin@supinfo.com,1998-08-29,Tours,2019-2020,2,Carrefour,Msc1,78
4079,Celene,Bobbee,Celene.Bobbee@supinfo.com,1997-08-22,Tours,2019-2020,2,Enedis,Bsc,48.85
4080,Betta,Sophronia,Betta.Sophronia@supinfo.com,1997-08-16,Lyon,2019-2020,1,Amazon,Bsc,65.16
4081,Alia,Vivle,Alia.Vivle@supinfo.com,1997-11-05,Tours,2019-2020,2,EDF,Bsc,55.47
4082,Mellicent,Duwalt,Mellicent.Duwalt@supinfo.com,1997-06-30,Caen,2019-2020,1,BNP Paribas,Bsc,36.5
4083,Claresta,Nore,Claresta.Nore@supinfo.com,1996-10-07,Caen,2019-2020,2,Amazon,Bsc,68.85
4084,Tybie,Brieta,Tybie.Brieta@supinfo.com,1998-01-03,Caen,2019-2020,2,SNCF,Bsc,69
4085,Gaylene,Craggie,Gaylene.Craggie@supinfo.com,1994-03-13,Lille,2019-2020,1,Capgemini,Bsc,47.63
4086,Augustine,Rocray,Augustine.Rocray@supinfo.com,1994-07-08,Lyon,2019-2020,1,Talan,Msc1,45.34
4087,Bill,Weitman,Bill.Weitman@supinfo.com,1999-08-03,Paris,2019-2020,2,RTE,Msc2,32.21
4088,Zondra,Wittie,Zondra.Wittie@supinfo.com,1994-04-11,Paris,2019-2020,1,SNCF,Bsc,48.84
4089,Valeda,Barrus,Valeda.Barrus@supinfo.com,1997-04-16,Lille,2019-2020,2,Amazon,Msc1,63.27
4090,Madalyn,Thema,Madalyn.Thema@supinfo.com,1998-05-24,Caen,2019-2020,1,Talan,Msc2,39.99
4091,Emmey,Boycey,Emmey.Boycey@supinfo.com,1994-05-01,Lyon,2019-2020,2,Amazon,Bsc,57.35
4092,Rhoda,Kazimir,Rhoda.Kazimir@supinfo.com,1995-09-11,Lille,2019-2020,1,Amazon,Msc2,95.58
4093,Kathy,Girardo,Kathy.Girardo@supinfo.com,1995-05-06,Tours,2019-2020,1,LCL,Bsc,49.53
4094,Courtnay,Natalia,Courtnay.Natalia@supinfo.com,1999-10-31,Lyon,2019-2020,1,Talan,Bsc,31.33
4095,Elena,Gladstone,Elena.Gladstone@supinfo.com,1999-09-28,Caen,2019-2020,2,Carrefour,Msc1,60.19
4096,Dania,Merriott,Dania.Merriott@supinfo.com,1997-05-02,Lyon,2019-2020,1,Enedis,Msc1,32.25
4097,Mildrid,Kamaria,Mildrid.Kamaria@supinfo.com,1996-04-21,Lyon,2019-2020,2,SNCF,Msc1,65.12
4098,Marika,Nea,Marika.Nea@supinfo.com,1999-01-21,Lille,2019-2020,1,Amazon,Bsc,89.17
4099,Dale,Abram,Dale.Abram@supinfo.com,1999-08-11,Tours,2019-2020,1,EDF,Msc1,80.12
4100,Liana,Daegal,Liana.Daegal@supinfo.com,1997-05-04,Lille,2019-2020,2,SNCF,Bsc,86.16
4101,Leona,Saunderson,Leona.Saunderson@supinfo.com,1999-10-26,Caen,2019-2020,1,Carrefour,Msc1,35.29
4102,Lenna,Lory,Lenna.Lory@supinfo.com,1994-09-14,Paris,2019-2020,1,Carrefour,Msc2,70.79
4103,Mady,Kiersten,Mady.Kiersten@supinfo.com,1999-05-05,Lille,2019-2020,1,SNCF,Bsc,95.24
4104,Gloria,Clywd,Gloria.Clywd@supinfo.com,1997-04-25,Paris,2019-2020,2,Talan,Msc1,38.8
4105,Collen,Susannah,Collen.Susannah@supinfo.com,1995-04-07,Caen,2019-2020,2,Talan,Bsc,51.71
4106,Minda,Wallis,Minda.Wallis@supinfo.com,1996-08-27,Caen,2019-2020,2,Enedis,Bsc,82.19
4107,Kittie,Quent,Kittie.Quent@supinfo.com,1995-09-03,Caen,2019-2020,2,Amazon,Msc2,43.12
4108,Tatiania,Zenas,Tatiania.Zenas@supinfo.com,1996-08-08,Caen,2019-2020,1,Engie,Bsc,36.52
4109,Paulita,Silvan,Paulita.Silvan@supinfo.com,1998-12-15,Caen,2019-2020,1,EDF,Bsc,62.13
4110,Maud,Harl,Maud.Harl@supinfo.com,1997-04-21,Tours,2019-2020,2,LCL,Msc1,90.59
4111,Audrie,Lauraine,Audrie.Lauraine@supinfo.com,1997-10-03,Tours,2019-2020,1,Enedis,Msc2,91.07
4112,Neila,Rheingold,Neila.Rheingold@supinfo.com,1995-02-09,Lille,2019-2020,1,EDF,Msc2,83.04
4113,Basia,Iiette,Basia.Iiette@supinfo.com,1994-05-27,Tours,2019-2020,2,SNCF,Msc2,80.76
4114,Libbie,Azeria,Libbie.Azeria@supinfo.com,1996-10-19,Paris,2019-2020,1,LCL,Msc1,82.46
4115,Dari,Septima,Dari.Septima@supinfo.com,1997-07-27,Lyon,2019-2020,1,Amazon,Msc2,30.95
4116,Althea,Darbie,Althea.Darbie@supinfo.com,1999-02-26,Lyon,2019-2020,1,Carrefour,Bsc,71.97
4117,Tamqrah,Goth,Tamqrah.Goth@supinfo.com,1996-11-12,Tours,2019-2020,1,EDF,Msc1,92.86
4118,Carolina,Auberbach,Carolina.Auberbach@supinfo.com,1997-02-06,Lyon,2019-2020,1,Capgemini,Msc2,36.35
4119,Vonny,Wattenberg,Vonny.Wattenberg@supinfo.com,1997-06-21,Lille,2019-2020,2,Talan,Msc1,54.6
4120,Angelique,Engdahl,Angelique.Engdahl@supinfo.com,1999-06-10,Lyon,2019-2020,2,LCL,Msc2,42.73
4121,Elka,Ummersen,Elka.Ummersen@supinfo.com,1995-09-25,Lille,2019-2020,2,SNCF,Msc2,41.07
4122,Gaylene,Madox,Gaylene.Madox@supinfo.com,1994-02-16,Lyon,2019-2020,1,BNP Paribas,Msc2,86.85
4123,Loree,Cassius,Loree.Cassius@supinfo.com,1998-02-12,Tours,2019-2020,1,Engie,Msc1,80.59
4124,Chrystel,Elsinore,Chrystel.Elsinore@supinfo.com,1995-07-13,Lille,2019-2020,2,Carrefour,Bsc,85.56
4125,Ada,Gower,Ada.Gower@supinfo.com,1999-03-13,Lille,2019-2020,2,LCL,Msc2,72.23
4126,Cacilie,Lutero,Cacilie.Lutero@supinfo.com,1995-04-07,Lyon,2019-2020,2,LCL,Msc2,93.14
4127,Nannie,Jammal,Nannie.Jammal@supinfo.com,1996-03-19,Lille,2019-2020,1,Amazon,Msc2,59.13
4128,Deloria,Means,Deloria.Means@supinfo.com,1996-03-13,Lille,2019-2020,2,Amazon,Msc2,61.8
4129,Claudina,Terencio,Claudina.Terencio@supinfo.com,1996-08-28,Tours,2019-2020,1,Enedis,Msc2,76.2
4130,Brianna,Doig,Brianna.Doig@supinfo.com,1994-04-27,Lille,2019-2020,1,EDF,Msc2,46.05
4131,Vere,O'Rourke,Vere.O'Rourke@supinfo.com,1999-12-11,Paris,2019-2020,2,EDF,Msc1,63.14
4132,Zondra,Carey,Zondra.Carey@supinfo.com,1994-07-17,Lille,2019-2020,2,BNP Paribas,Msc2,41.24
4133,Jorry,Jerald,Jorry.Jerald@supinfo.com,1998-05-13,Paris,2019-2020,2,LCL,Msc1,95.71
4134,Marika,Gunn,Marika.Gunn@supinfo.com,1995-01-07,Tours,2019-2020,2,Carrefour,Bsc,95.54
4135,Carmela,McGrody,Carmela.McGrody@supinfo.com,1995-07-28,Lyon,2019-2020,2,Carrefour,Msc1,64.25
4136,Alia,Peg,Alia.Peg@supinfo.com,1997-04-13,Caen,2019-2020,1,SNCF,Bsc,60.73
4137,Glenda,Hanleigh,Glenda.Hanleigh@supinfo.com,1996-04-26,Lyon,2019-2020,1,EDF,Bsc,88.4
4138,Roslyn,Lasley,Roslyn.Lasley@supinfo.com,1998-06-30,Tours,2019-2020,1,LCL,Msc2,85.55
4139,Alexine,Turne,Alexine.Turne@supinfo.com,1995-08-15,Paris,2019-2020,1,Talan,Msc2,36.22
4140,Talya,Therine,Talya.Therine@supinfo.com,1998-08-06,Lyon,2019-2020,2,RTE,Msc1,95.55
4141,Sybille,Fancie,Sybille.Fancie@supinfo.com,1998-01-17,Lyon,2019-2020,1,EDF,Msc1,63.57
4142,Cindelyn,Gherardo,Cindelyn.Gherardo@supinfo.com,1999-05-25,Lyon,2019-2020,1,RTE,Msc1,68.47
4143,Carree,Brittani,Carree.Brittani@supinfo.com,1996-02-14,Tours,2019-2020,1,Talan,Msc1,52.06
4144,Kamilah,Levey,Kamilah.Levey@supinfo.com,1996-05-22,Lyon,2019-2020,2,LCL,Bsc,81.06
4145,Agathe,Pip,Agathe.Pip@supinfo.com,1995-11-24,Caen,2019-2020,1,Amazon,Bsc,64.54
4146,Daune,Leary,Daune.Leary@supinfo.com,1995-09-18,Lyon,2019-2020,2,LCL,Bsc,70.63
4147,Carree,Naor,Carree.Naor@supinfo.com,1995-01-20,Paris,2019-2020,2,Enedis,Bsc,63.07
4148,Annecorinne,Isacco,Annecorinne.Isacco@supinfo.com,1994-05-11,Lyon,2019-2020,2,Talan,Msc1,94.27
4149,Kore,Noman,Kore.Noman@supinfo.com,1997-10-13,Caen,2019-2020,1,LCL,Msc1,31.57
4150,Korrie,Land,Korrie.Land@supinfo.com,1999-06-30,Paris,2019-2020,2,Amazon,Bsc,87.59
4151,Kayla,Sisile,Kayla.Sisile@supinfo.com,1997-08-19,Caen,2019-2020,2,Talan,Msc2,87.7
4152,Rubie,Pyle,Rubie.Pyle@supinfo.com,1999-10-20,Caen,2019-2020,2,Talan,Bsc,88.92
4153,Alisha,Minetta,Alisha.Minetta@supinfo.com,1999-04-12,Lille,2019-2020,2,BNP Paribas,Msc1,94.71
4154,Joceline,Knowling,Joceline.Knowling@supinfo.com,1997-11-30,Caen,2019-2020,2,Capgemini,Msc2,88.85
4155,Dorice,Heisel,Dorice.Heisel@supinfo.com,1994-03-29,Lille,2019-2020,2,Carrefour,Bsc,90.01
4156,Adore,Dorothy,Adore.Dorothy@supinfo.com,1996-12-05,Caen,2019-2020,2,LCL,Msc2,69.05
4157,Dulce,Bendick,Dulce.Bendick@supinfo.com,1998-12-29,Paris,2019-2020,2,Engie,Msc2,38.78
4158,Barbara,Destinee,Barbara.Destinee@supinfo.com,1997-10-29,Paris,2019-2020,2,Carrefour,Bsc,38.58
4159,Donetta,Dorothy,Donetta.Dorothy@supinfo.com,1998-01-21,Caen,2019-2020,2,Engie,Msc1,38.32
4160,Doro,Gemini,Doro.Gemini@supinfo.com,1994-02-25,Lille,2019-2020,2,Capgemini,Msc1,84.44
4161,Vere,Lowry,Vere.Lowry@supinfo.com,1999-09-12,Paris,2019-2020,1,RTE,Msc1,89.66
4162,Stephanie,Brotherson,Stephanie.Brotherson@supinfo.com,1997-10-18,Paris,2019-2020,1,LCL,Bsc,94.38
4163,Larine,Joeann,Larine.Joeann@supinfo.com,1994-06-07,Lille,2019-2020,2,SNCF,Bsc,41.85
4164,Lila,Maryanne,Lila.Maryanne@supinfo.com,1996-12-15,Caen,2019-2020,1,Capgemini,Msc2,86.78
4165,Dode,Hylan,Dode.Hylan@supinfo.com,1999-09-25,Tours,2019-2020,2,LCL,Msc1,33.62
4166,Lily,Destinee,Lily.Destinee@supinfo.com,1995-09-10,Lyon,2019-2020,1,BNP Paribas,Bsc,60.25
4167,Lolita,Sawtelle,Lolita.Sawtelle@supinfo.com,1997-02-14,Caen,2019-2020,1,SNCF,Msc2,70.53
4168,Dari,Nadia,Dari.Nadia@supinfo.com,1997-08-05,Lille,2019-2020,2,Talan,Bsc,51.83
4169,Daune,Quinn,Daune.Quinn@supinfo.com,1996-06-15,Paris,2019-2020,2,EDF,Msc1,63.04
4170,Talya,Andrel,Talya.Andrel@supinfo.com,1997-09-18,Lille,2019-2020,1,Carrefour,Bsc,66.03
4171,Kate,Zola,Kate.Zola@supinfo.com,1999-10-27,Lille,2019-2020,2,Engie,Bsc,91.03
4172,Julieta,Sadowski,Julieta.Sadowski@supinfo.com,1999-01-08,Paris,2019-2020,1,Enedis,Msc2,80.52
4173,Andree,Ruvolo,Andree.Ruvolo@supinfo.com,1999-10-11,Paris,2019-2020,1,Enedis,Msc1,70.29
4174,Rosene,Boehike,Rosene.Boehike@supinfo.com,1999-07-02,Paris,2019-2020,1,Talan,Msc2,53.13
4175,Cissiee,Redmond,Cissiee.Redmond@supinfo.com,1997-05-15,Tours,2019-2020,1,Carrefour,Msc2,88.34
4176,Corina,Strephon,Corina.Strephon@supinfo.com,1999-03-07,Lille,2019-2020,2,LCL,Msc2,83.38
4177,Corly,Berard,Corly.Berard@supinfo.com,1995-08-06,Paris,2019-2020,1,Talan,Msc2,31.27
4178,Dede,Fredi,Dede.Fredi@supinfo.com,1995-10-22,Paris,2019-2020,1,Capgemini,Msc1,37.35
4179,Averyl,Narton,Averyl.Narton@supinfo.com,1999-10-13,Tours,2019-2020,1,EDF,Bsc,36.44
4180,Dennie,Grosz,Dennie.Grosz@supinfo.com,1995-11-03,Lille,2019-2020,2,Engie,Bsc,90.63
4181,Vanessa,Morrill,Vanessa.Morrill@supinfo.com,1994-04-25,Lyon,2019-2020,2,Enedis,Bsc,45.68
4182,Minda,Nester,Minda.Nester@supinfo.com,1999-04-05,Lille,2019-2020,2,LCL,Msc1,75.35
4183,Mignon,Jethro,Mignon.Jethro@supinfo.com,1998-07-31,Tours,2019-2020,1,Carrefour,Msc2,36.38
4184,Elyssa,Scammon,Elyssa.Scammon@supinfo.com,1999-07-31,Caen,2019-2020,2,Capgemini,Bsc,44.48
4185,Shaine,Zitvaa,Shaine.Zitvaa@supinfo.com,1998-11-07,Lille,2019-2020,1,LCL,Msc1,63.89
4186,Cathyleen,Billye,Cathyleen.Billye@supinfo.com,1997-02-07,Paris,2019-2020,1,EDF,Bsc,58.72
4187,Gretal,Evvie,Gretal.Evvie@supinfo.com,1999-04-11,Paris,2019-2020,2,Engie,Bsc,95.5
4188,Karolina,Thomasina,Karolina.Thomasina@supinfo.com,1998-06-08,Paris,2019-2020,1,Enedis,Msc1,34.96
4189,Rivalee,Rozanna,Rivalee.Rozanna@supinfo.com,1995-07-01,Tours,2019-2020,1,Amazon,Msc2,35.39
4190,Judy,My,Judy.My@supinfo.com,1996-05-31,Caen,2019-2020,1,Enedis,Msc1,79.01
4191,Rosaline,Angelis,Rosaline.Angelis@supinfo.com,1995-06-14,Tours,2019-2020,1,Amazon,Bsc,84.02
4192,Audrie,Han,Audrie.Han@supinfo.com,1996-05-24,Tours,2019-2020,1,Carrefour,Bsc,90.42
4193,Marcelline,Voletta,Marcelline.Voletta@supinfo.com,1994-03-17,Lille,2019-2020,1,EDF,Msc2,76.6
4194,Sabina,Ilka,Sabina.Ilka@supinfo.com,1994-02-19,Caen,2019-2020,2,Capgemini,Bsc,95.12
4195,Jorry,Ambrosia,Jorry.Ambrosia@supinfo.com,1998-11-09,Lyon,2019-2020,1,Capgemini,Bsc,43.3
4196,Imojean,Huggins,Imojean.Huggins@supinfo.com,1998-11-13,Lyon,2019-2020,2,LCL,Bsc,39.17
4197,Charlena,Hanshaw,Charlena.Hanshaw@supinfo.com,1995-01-10,Caen,2019-2020,2,EDF,Msc1,74.74
4198,Shell,Tannie,Shell.Tannie@supinfo.com,1999-05-09,Tours,2019-2020,1,Enedis,Msc1,90.79
4199,Rori,Elo,Rori.Elo@supinfo.com,1998-04-12,Caen,2019-2020,1,Enedis,Bsc,72.58
4200,Dacia,Candy,Dacia.Candy@supinfo.com,1997-07-07,Caen,2019-2020,1,Engie,Msc2,55.38
4201,Linet,Lanita,Linet.Lanita@supinfo.com,1995-11-09,Paris,2019-2020,2,BNP Paribas,Bsc,34.55
4202,Audrie,Alice,Audrie.Alice@supinfo.com,1996-01-15,Caen,2019-2020,1,Enedis,Msc2,44.06
4203,Meghann,Brunell,Meghann.Brunell@supinfo.com,1996-02-09,Paris,2019-2020,2,BNP Paribas,Msc2,39.39
4204,Allis,Niccolo,Allis.Niccolo@supinfo.com,1997-06-28,Paris,2019-2020,2,Enedis,Bsc,58.1
4205,Karina,Lareena,Karina.Lareena@supinfo.com,1994-08-15,Lille,2019-2020,2,Capgemini,Bsc,45.69
4206,Rhea,Ferrell,Rhea.Ferrell@supinfo.com,1997-12-26,Tours,2019-2020,1,EDF,Bsc,72.32
4207,Jan,Alice,Jan.Alice@supinfo.com,1996-07-25,Caen,2019-2020,1,Enedis,Msc1,71.18
4208,Dorothy,Georgy,Dorothy.Georgy@supinfo.com,1996-07-19,Lyon,2019-2020,2,LCL,Msc1,50.52
4209,Sara-Ann,Margarete,Sara-Ann.Margarete@supinfo.com,1996-09-24,Lyon,2019-2020,2,Engie,Bsc,49.83
4210,Kirbee,Secrest,Kirbee.Secrest@supinfo.com,1998-07-26,Caen,2019-2020,2,Amazon,Msc1,60.08
4211,Donnie,Seligman,Donnie.Seligman@supinfo.com,1995-06-19,Caen,2019-2020,1,RTE,Bsc,30.35
4212,Jany,Cimbura,Jany.Cimbura@supinfo.com,1997-02-06,Tours,2019-2020,2,Talan,Bsc,74.03
4213,Agnese,Serilda,Agnese.Serilda@supinfo.com,1998-07-21,Tours,2019-2020,2,RTE,Bsc,48.92
4214,Xylina,Sekofski,Xylina.Sekofski@supinfo.com,1998-06-13,Tours,2019-2020,2,EDF,Msc2,65.71
4215,Celisse,Dituri,Celisse.Dituri@supinfo.com,1999-06-23,Paris,2019-2020,1,Talan,Msc1,33.49
4216,Vere,Goddard,Vere.Goddard@supinfo.com,1997-01-20,Lille,2019-2020,2,Engie,Msc1,45.25
4217,Julieta,Yoko,Julieta.Yoko@supinfo.com,1994-04-19,Lille,2019-2020,2,RTE,Bsc,91.93
4218,Amalie,Schwejda,Amalie.Schwejda@supinfo.com,1997-04-11,Lille,2019-2020,1,RTE,Msc2,43.99
4219,Edith,Janene,Edith.Janene@supinfo.com,1996-04-06,Lyon,2019-2020,2,Enedis,Msc2,81.32
4220,Fanchon,Lewes,Fanchon.Lewes@supinfo.com,1995-11-17,Lille,2019-2020,2,Engie,Msc2,54.66
4221,Evita,August,Evita.August@supinfo.com,1998-08-10,Lille,2019-2020,2,Talan,Bsc,68.74
4222,Cordi,Sheng,Cordi.Sheng@supinfo.com,1994-08-11,Lille,2019-2020,1,Capgemini,Msc2,48.62
4223,Annice,Sandye,Annice.Sandye@supinfo.com,1997-08-28,Paris,2019-2020,1,Enedis,Msc2,88.14
4224,Sheelagh,Mauer,Sheelagh.Mauer@supinfo.com,1994-11-08,Lyon,2019-2020,2,Enedis,Bsc,90.63
4225,Yetty,Lesley,Yetty.Lesley@supinfo.com,1999-01-30,Lyon,2019-2020,2,EDF,Msc2,65.25
4226,Lelah,Calhoun,Lelah.Calhoun@supinfo.com,1999-12-08,Tours,2019-2020,2,RTE,Msc1,38.78
4227,Frieda,Waldron,Frieda.Waldron@supinfo.com,1999-05-23,Lille,2019-2020,2,Amazon,Msc1,74.65
4228,Mathilda,Noman,Mathilda.Noman@supinfo.com,1997-04-09,Lyon,2019-2020,2,LCL,Msc2,64.53
4229,Fawne,Olympium,Fawne.Olympium@supinfo.com,1995-03-27,Lille,2019-2020,2,Capgemini,Msc1,58.2
4230,Ivett,Aldric,Ivett.Aldric@supinfo.com,1999-03-04,Lille,2019-2020,2,Amazon,Bsc,51.53
4231,Ricky,Dash,Ricky.Dash@supinfo.com,1996-01-09,Lyon,2019-2020,1,BNP Paribas,Msc1,48.81
4232,Aimil,Anselmi,Aimil.Anselmi@supinfo.com,1999-01-03,Lyon,2019-2020,1,SNCF,Msc1,73.82
4233,Gabi,Brunell,Gabi.Brunell@supinfo.com,1996-01-12,Tours,2019-2020,2,Engie,Msc2,64.58
4234,Alia,Claudine,Alia.Claudine@supinfo.com,1996-11-15,Caen,2019-2020,1,RTE,Msc2,57.72
4235,Reeba,Torray,Reeba.Torray@supinfo.com,1999-11-27,Lille,2019-2020,2,LCL,Bsc,73.44
4236,Madelle,Nore,Madelle.Nore@supinfo.com,1998-09-01,Lyon,2019-2020,1,LCL,Bsc,73.66
4237,Alyda,Connelly,Alyda.Connelly@supinfo.com,1999-10-24,Lille,2019-2020,1,Enedis,Msc2,76.42
4238,Mamie,Vorster,Mamie.Vorster@supinfo.com,1996-03-14,Tours,2019-2020,2,RTE,Msc2,69.14
4239,Genevra,Podvin,Genevra.Podvin@supinfo.com,1994-10-25,Lille,2019-2020,2,EDF,Bsc,71.12
4240,Dawn,Glenden,Dawn.Glenden@supinfo.com,1995-08-02,Lyon,2019-2020,2,Engie,Msc2,41.05
4241,Jorry,Grobe,Jorry.Grobe@supinfo.com,1994-01-25,Lyon,2019-2020,2,Carrefour,Msc2,77.25
4242,Brandise,Alejoa,Brandise.Alejoa@supinfo.com,1998-11-21,Paris,2019-2020,1,LCL,Msc2,37.59
4243,Delilah,Manolo,Delilah.Manolo@supinfo.com,1996-03-17,Lyon,2019-2020,1,EDF,Bsc,36.25
4244,Krystle,Ortrude,Krystle.Ortrude@supinfo.com,1999-04-14,Lyon,2019-2020,2,EDF,Msc1,61.54
4245,Tierney,Elvyn,Tierney.Elvyn@supinfo.com,1999-08-22,Caen,2019-2020,2,EDF,Msc2,75.61
4246,Emelina,Killigrew,Emelina.Killigrew@supinfo.com,1997-04-24,Paris,2019-2020,2,BNP Paribas,Msc1,89.2
4247,Sharai,Vorster,Sharai.Vorster@supinfo.com,1998-11-18,Lille,2019-2020,1,Capgemini,Msc1,84.63
4248,Belinda,Jillane,Belinda.Jillane@supinfo.com,1996-01-25,Lille,2019-2020,1,LCL,Msc1,78.28
4249,Joy,Kress,Joy.Kress@supinfo.com,1998-02-14,Caen,2019-2020,2,BNP Paribas,Bsc,57
4250,Harmonia,Stover,Harmonia.Stover@supinfo.com,1996-09-28,Lille,2019-2020,2,Capgemini,Bsc,75.4
4251,Janey,Ursulette,Janey.Ursulette@supinfo.com,1995-12-18,Lyon,2019-2020,2,Carrefour,Msc2,90.13
4252,Inga,Ventre,Inga.Ventre@supinfo.com,1997-07-16,Caen,2019-2020,2,Capgemini,Msc1,70.03
4253,Paule,Sherfield,Paule.Sherfield@supinfo.com,1995-06-04,Lille,2019-2020,1,Engie,Bsc,88.77
4254,Madeleine,Buffum,Madeleine.Buffum@supinfo.com,1994-11-06,Tours,2019-2020,2,RTE,Bsc,41.47
4255,Therine,Sandye,Therine.Sandye@supinfo.com,1999-10-21,Caen,2019-2020,2,EDF,Msc1,46.46
4256,Chickie,Helve,Chickie.Helve@supinfo.com,1995-03-22,Paris,2019-2020,2,BNP Paribas,Msc1,79.9
4257,Olivette,Rocray,Olivette.Rocray@supinfo.com,1999-09-23,Tours,2019-2020,2,Carrefour,Msc2,84.46
4258,Roslyn,Stelle,Roslyn.Stelle@supinfo.com,1994-06-09,Caen,2019-2020,1,BNP Paribas,Msc2,76.89
4259,Mildrid,Dorothy,Mildrid.Dorothy@supinfo.com,1995-06-03,Paris,2019-2020,2,Talan,Msc1,57.49
4260,Ulrike,Naashom,Ulrike.Naashom@supinfo.com,1994-04-30,Lille,2019-2020,2,Amazon,Msc1,80.95
4261,Louella,Hamil,Louella.Hamil@supinfo.com,1994-11-23,Paris,2019-2020,2,Engie,Msc1,36.28
4262,Nananne,Glenden,Nananne.Glenden@supinfo.com,1998-10-07,Paris,2019-2020,2,BNP Paribas,Msc1,75.28
4263,Desirae,Edee,Desirae.Edee@supinfo.com,1997-07-17,Caen,2019-2020,2,SNCF,Bsc,41.49
4264,Paule,Gavrila,Paule.Gavrila@supinfo.com,1994-04-30,Paris,2019-2020,2,LCL,Msc2,33.58
4265,Natka,Cosenza,Natka.Cosenza@supinfo.com,1998-06-07,Lyon,2019-2020,1,EDF,Bsc,61.23
4266,Jackie,Oster,Jackie.Oster@supinfo.com,1999-10-16,Paris,2019-2020,1,Capgemini,Bsc,46.56
4267,Kenna,Mozelle,Kenna.Mozelle@supinfo.com,1999-10-25,Lille,2019-2020,1,Enedis,Msc2,83.81
4268,Ursulina,Rhu,Ursulina.Rhu@supinfo.com,1995-04-25,Lille,2019-2020,1,Engie,Msc1,83.85
4269,Dawn,Velick,Dawn.Velick@supinfo.com,1996-01-08,Caen,2019-2020,2,Talan,Msc1,52.06
4270,Evita,Dituri,Evita.Dituri@supinfo.com,1995-02-21,Tours,2019-2020,2,BNP Paribas,Msc2,44.45
4271,Gusty,Lorain,Gusty.Lorain@supinfo.com,1996-05-17,Tours,2019-2020,2,Talan,Bsc,43.87
4272,Christian,Aprile,Christian.Aprile@supinfo.com,1995-03-06,Lyon,2019-2020,2,LCL,Msc1,73.4
4273,Marline,Teddman,Marline.Teddman@supinfo.com,1996-05-22,Paris,2019-2020,2,Engie,Msc2,74.74
4274,Latisha,Fax,Latisha.Fax@supinfo.com,1995-04-08,Lyon,2019-2020,1,LCL,Msc2,40.94
4275,Roxane,O'Rourke,Roxane.O'Rourke@supinfo.com,1997-12-14,Caen,2019-2020,1,SNCF,Msc1,70.8
4276,Vonny,Cottle,Vonny.Cottle@supinfo.com,1996-10-16,Caen,2019-2020,2,SNCF,Msc1,90.6
4277,Carolina,Chapland,Carolina.Chapland@supinfo.com,1997-05-18,Lille,2019-2020,2,RTE,Bsc,65.38
4278,Beatriz,Hessler,Beatriz.Hessler@supinfo.com,1999-11-15,Caen,2019-2020,1,Engie,Msc2,38.65
4279,Rosabelle,Lipson,Rosabelle.Lipson@supinfo.com,1996-09-24,Tours,2019-2020,2,Talan,Bsc,74.6
4280,Tilly,Tound,Tilly.Tound@supinfo.com,1997-09-04,Caen,2019-2020,2,RTE,Bsc,84.02
4281,Aurelie,Tillford,Aurelie.Tillford@supinfo.com,1997-05-18,Caen,2019-2020,1,Amazon,Bsc,34.86
4282,Ronna,Cavan,Ronna.Cavan@supinfo.com,1998-06-06,Lille,2019-2020,2,Enedis,Bsc,63.77
4283,Bertine,Ezar,Bertine.Ezar@supinfo.com,1996-02-11,Caen,2019-2020,2,Amazon,Bsc,48.06
4284,Gwyneth,Engdahl,Gwyneth.Engdahl@supinfo.com,1996-12-04,Lyon,2019-2020,2,Enedis,Msc1,33.67
4285,Celisse,Malanie,Celisse.Malanie@supinfo.com,1996-05-27,Lyon,2019-2020,2,Enedis,Msc1,62.92
4286,Charissa,Ingra,Charissa.Ingra@supinfo.com,1997-08-20,Lyon,2019-2020,1,Enedis,Bsc,73.96
4287,Kelly,Zola,Kelly.Zola@supinfo.com,1996-03-30,Lille,2019-2020,2,LCL,Bsc,48.69
4288,Donetta,Sancho,Donetta.Sancho@supinfo.com,1995-11-03,Tours,2019-2020,1,Talan,Msc1,37.35
4289,Ericka,Thar,Ericka.Thar@supinfo.com,1998-04-27,Lyon,2019-2020,2,BNP Paribas,Bsc,66.91
4290,Roberta,Pip,Roberta.Pip@supinfo.com,1999-03-01,Lyon,2019-2020,2,Enedis,Msc2,48.3
4291,Kenna,Saree,Kenna.Saree@supinfo.com,1997-05-10,Paris,2019-2020,1,Talan,Bsc,57.04
4292,Shaylyn,Morrill,Shaylyn.Morrill@supinfo.com,1998-07-18,Caen,2019-2020,1,SNCF,Msc1,73.39
4293,Kathi,Masao,Kathi.Masao@supinfo.com,1997-11-03,Lille,2019-2020,1,BNP Paribas,Bsc,74.48
4294,Phedra,Felecia,Phedra.Felecia@supinfo.com,1997-10-12,Lille,2019-2020,1,BNP Paribas,Bsc,80.09
4295,Darci,Craggie,Darci.Craggie@supinfo.com,1999-01-07,Paris,2019-2020,1,LCL,Msc1,85.78
4296,Ricky,Ajay,Ricky.Ajay@supinfo.com,1999-09-13,Lille,2019-2020,2,SNCF,Msc1,34.69
4297,Verla,Agle,Verla.Agle@supinfo.com,1999-01-10,Caen,2019-2020,1,Amazon,Msc1,53.76
